CustomerID,TransactionDate,Amount
C0017,2026-04-24,218.45
C0017,2026-03-15,412.53
C0017,2026-03-31,156.4
C0017,2026-02-07,215.37
C0017,2025-09-20,414.16
C0017,2026-01-21,281.36
C0017,2025-07-06,267.38
C0017,2026-02-12,89.3
C0017,2025-08-27,424.86
C0017,2025-05-28,87.56
C0017,2026-01-25,466.79
C0017,2025-05-23,147.34
C0018,2025-07-14,280.87
C0018,2025-07-17,36.48
C0018,2026-04-26,488.54
C0018,2025-05-30,18.47
C0018,2026-01-09,89.01
C0018,2026-02-11,181.77
C0018,2025-12-10,75.27
C0018,2026-02-24,97.7
C0018,2026-01-20,437.39
C0018,2025-06-07,44.4
C0018,2025-08-11,362.86
C0018,2025-11-25,226.37
C0018,2025-09-15,222.09
C0018,2025-06-05,288.89
C0018,2025-06-24,285.01
C0018,2026-03-12,479.55
C0018,2025-07-31,191.85
C0019,2025-06-16,397.09
C0020,2025-06-03,473.28
C0020,2026-02-18,156.45
C0020,2026-02-07,460.59
C0020,2026-03-27,427.4
C0020,2026-02-02,152.79
C0020,2025-09-08,36.32
C0020,2026-01-03,200.33
C0020,2025-07-07,493.97
C0020,2026-03-27,454.87
C0020,2025-05-04,136.8
C0020,2026-02-27,44.87
C0020,2025-07-19,441.89
C0020,2026-04-26,179.41
C0020,2026-02-15,432.19
C0020,2025-11-20,267.22
C0020,2025-08-19,122.52
C0020,2025-05-30,249.11
C0020,2025-11-26,484.52
C0021,2025-06-28,180.79
C0021,2025-11-15,55.64
C0021,2026-05-01,225.12
C0021,2025-12-26,241.32
C0021,2025-08-03,81.84
C0021,2026-04-02,472.43
C0021,2026-01-21,197.45
C0021,2025-05-29,366.99
C0022,2025-07-05,274.01
C0022,2025-11-03,169.99
C0022,2025-05-15,213.33
C0022,2025-10-12,286.26
C0022,2026-03-30,409.15
C0022,2025-06-24,453.49
C0022,2025-06-27,163.78
C0022,2026-04-15,305.42
C0022,2026-01-07,210.22
C0023,2026-01-24,266.01
C0023,2026-02-22,78.27
C0023,2025-09-14,61.95
C0023,2026-03-23,206.45
C0023,2025-09-18,90.07
C0023,2025-08-16,325.76
C0023,2025-05-31,144.55
C0023,2025-09-28,366.35
C0023,2025-08-28,104.72
C0023,2025-09-18,94.56
C0023,2026-03-28,375.07
C0023,2026-02-20,134.23
C0023,2025-07-28,285.99
C0024,2026-02-18,279.3
C0024,2025-06-11,227.79
C0024,2025-11-11,169.62
C0024,2025-05-06,441.88
C0024,2026-04-15,107.74
C0024,2025-05-31,442.91
C0024,2026-01-04,134.8
C0024,2025-10-28,144.66
C0024,2025-06-03,199.96
C0024,2025-10-12,124.24
C0024,2025-10-28,94.82
C0025,2025-12-11,25.84
C0025,2025-10-16,341.18
C0025,2026-03-02,201.72
C0025,2025-05-24,236.19
C0025,2025-06-26,295.52
C0025,2025-05-28,328.26
C0025,2026-02-13,144.92
C0025,2025-10-03,148.52
C0025,2026-03-01,162.65
C0025,2025-12-29,96.14
C0025,2026-03-27,375.47
C0025,2025-08-13,49.6
C0025,2026-01-15,186.77
C0026,2025-06-02,282.75
C0027,2025-05-23,175.02
C0027,2025-10-13,456.36
C0027,2026-01-15,383.05
C0027,2025-07-31,472.71
C0027,2026-01-11,495.37
C0027,2025-06-19,463.85
C0027,2026-02-16,243.78
C0027,2026-04-26,328.54
C0027,2026-01-15,156.15
C0027,2025-06-23,76.26
C0027,2026-03-31,359.92
C0027,2026-01-01,161.94
C0027,2025-12-08,486.99
C0027,2026-03-07,477.38
C0028,2025-10-30,267.13
C0028,2026-02-14,120.75
C0028,2025-06-23,472.55
C0028,2026-02-02,338.47
C0028,2025-06-16,215.87
C0028,2025-09-07,359.52
C0028,2025-07-01,157.8
C0028,2026-04-16,84.51
C0029,2025-05-20,326.49
C0029,2026-02-15,379.47
C0029,2025-07-14,10.96
C0029,2025-11-04,60.64
C0029,2025-12-07,55.18
C0029,2025-08-05,215.03
C0029,2026-01-22,208.49
C0029,2025-07-28,342.76
C0029,2025-05-29,327.15
C0030,2025-10-03,319.71
C0030,2025-10-14,268.37
C0030,2025-08-19,308.48
C0030,2025-09-23,231.95
C0030,2025-07-24,124.21
C0030,2025-07-19,133.72
C0030,2025-10-06,388.82
C0030,2026-01-06,295.79
C0030,2025-10-22,61.03
C0030,2025-11-21,11.55
C0030,2025-08-23,343.25
C0031,2026-02-12,263.93
C0031,2026-01-06,204.12
C0031,2026-04-16,450.74
C0031,2025-11-12,353.98
C0031,2025-12-04,174.9
C0031,2025-12-24,233.44
C0031,2025-12-09,471.34
C0031,2025-09-27,476.09
C0031,2026-02-01,290.26
C0031,2025-08-03,463.65
C0031,2025-12-11,151.65
C0031,2025-06-10,473.7
C0031,2025-05-23,437.08
C0031,2025-06-08,256.7
C0032,2025-10-04,38.47
C0033,2026-01-10,228.42
C0034,2026-02-14,243.1
C0034,2026-04-12,28.94
C0034,2025-06-10,384.8
C0034,2025-12-08,412.66
C0034,2026-03-21,224.17
C0034,2026-04-01,303.91
C0034,2025-12-09,316.84
C0034,2025-05-23,354.9
C0034,2026-03-24,43.78
C0034,2025-11-21,434.2
C0034,2025-12-23,103.13
C0034,2026-04-17,187.24
C0035,2025-12-17,171.41
C0036,2025-05-07,250.12
C0036,2025-08-12,18.9
C0036,2026-04-07,359.51
C0036,2025-10-31,315.19
C0036,2025-07-25,206.29
C0036,2025-11-07,398.74
C0036,2026-04-04,484.17
C0036,2025-12-29,298.37
C0036,2026-01-01,166.18
C0036,2026-03-08,71.69
C0036,2025-11-21,314.12
C0037,2025-11-22,224.28
C0037,2026-03-24,291.94
C0037,2025-09-21,18.14
C0037,2025-06-29,444.4
C0037,2025-09-30,371.0
C0037,2025-06-24,13.1
C0037,2025-10-11,317.4
C0037,2025-07-31,173.56
C0037,2025-09-05,237.35
C0037,2025-11-12,159.42
C0037,2026-04-28,218.2
C0037,2025-10-20,319.22
C0037,2026-03-28,395.25
C0037,2025-10-09,185.77
C0038,2025-08-02,67.15
C0038,2025-08-26,285.81
C0038,2025-11-04,126.08
C0038,2025-11-03,261.11
C0038,2025-06-28,94.96
C0038,2026-03-05,322.55
C0038,2026-04-27,489.22
C0038,2025-10-19,83.95
C0039,2026-02-27,28.85
C0039,2026-03-26,98.07
C0039,2025-11-30,464.81
C0039,2025-10-23,223.98
C0039,2026-01-13,336.1
C0039,2026-01-03,352.51
C0039,2025-11-18,147.28
C0039,2026-03-01,294.08
C0039,2025-09-12,378.45
C0039,2025-07-28,389.27
C0039,2026-04-30,424.83
C0039,2025-05-23,185.05
C0040,2025-11-05,222.99
C0040,2026-03-11,168.59
C0040,2025-12-02,239.35
C0040,2025-05-05,116.85
C0040,2026-01-03,109.79
C0040,2026-04-09,221.34
C0041,2026-02-16,336.65
C0041,2025-06-01,115.45
C0042,2025-12-16,297.39
C0042,2025-06-08,138.39
C0042,2026-04-29,97.47
C0042,2025-07-21,178.47
C0042,2026-01-05,465.96
C0042,2025-09-02,272.37
C0042,2026-03-13,265.48
C0042,2025-06-15,277.53
C0042,2025-11-13,345.27
C0042,2025-10-21,13.97
C0042,2025-07-24,159.98
C0042,2025-12-24,131.38
C0042,2026-01-15,107.44
C0042,2025-09-27,174.99
C0042,2026-03-02,406.84
C0042,2026-04-16,135.1
C0042,2025-07-03,28.05
C0043,2025-05-29,69.15
C0043,2025-06-18,415.22
C0043,2025-07-22,350.12
C0043,2026-03-14,233.83
C0043,2025-07-08,237.83
C0043,2025-07-10,215.93
C0043,2025-09-03,386.32
C0043,2026-02-01,191.51
C0043,2025-08-17,295.32
C0043,2025-08-12,204.78
C0043,2025-11-21,237.25
C0043,2025-10-17,273.98
C0043,2025-11-06,490.94
C0043,2026-01-12,399.23
C0043,2026-02-01,317.52
C0043,2026-03-02,95.76
C0043,2025-08-03,477.63
C0043,2025-11-18,285.13
C0043,2025-12-25,53.42
C0044,2025-10-06,192.3
C0044,2025-06-24,185.33
C0044,2026-01-08,63.58
C0045,2025-10-25,364.16
C0045,2025-12-03,366.57
C0046,2025-09-20,149.43
C0046,2026-01-10,11.39
C0046,2026-02-13,191.25
C0046,2026-02-12,200.09
C0046,2025-12-29,231.85
C0046,2025-07-21,162.84
C0046,2025-08-25,349.3
C0046,2025-08-11,240.31
C0046,2025-07-12,13.55
C0047,2026-03-13,306.04
C0047,2025-12-28,353.07
C0047,2025-05-16,226.22
C0047,2026-04-27,324.92
C0047,2025-08-18,380.79
C0047,2025-07-27,303.94
C0047,2025-08-29,270.75
C0047,2026-04-18,153.42
C0047,2025-12-10,203.9
C0047,2025-07-08,209.35
C0048,2026-01-30,155.23
C0048,2025-08-24,209.61
C0048,2026-02-05,119.87
C0048,2025-11-14,348.34
C0048,2025-12-20,370.82
C0048,2025-11-04,240.36
C0048,2025-06-05,438.54
C0048,2026-01-16,197.82
C0048,2026-03-05,358.05
C0049,2025-12-24,168.09
C0050,2026-02-23,345.12
C0050,2025-12-07,55.25
C0050,2026-02-04,197.26
C0050,2025-10-24,439.16
C0050,2026-03-17,307.68
C0050,2025-07-06,212.25
C0050,2026-04-13,91.7
C0051,2025-05-21,472.93
C0051,2025-09-11,15.87
C0051,2025-07-30,426.1
C0051,2025-05-23,13.26
C0051,2026-04-06,28.28
C0051,2025-10-01,59.01
C0051,2025-10-24,448.42
C0051,2026-02-23,139.67
C0051,2026-04-22,261.81
C0051,2025-09-26,162.56
C0051,2025-08-01,240.09
C0051,2025-06-17,162.08
C0051,2025-06-06,393.32
C0051,2025-05-13,91.41
C0052,2025-08-19,26.91
C0052,2026-04-12,443.84
C0052,2025-05-26,217.21
C0052,2025-08-11,430.64
C0052,2025-10-09,158.93
C0053,2026-01-13,54.67
C0053,2025-05-13,108.13
C0053,2026-04-25,367.96
C0053,2026-03-13,27.59
C0053,2025-12-15,384.75
C0053,2025-05-20,179.53
C0053,2025-05-14,273.95
C0053,2025-08-28,483.64
C0053,2026-03-19,469.16
C0053,2025-09-19,112.12
C0053,2026-03-06,341.58
C0053,2025-09-20,154.67
C0053,2026-01-19,27.08
C0054,2025-09-10,448.69
C0054,2026-02-14,396.18
C0054,2025-12-09,243.6
C0054,2025-07-12,402.95
C0054,2026-01-10,463.56
C0054,2025-05-16,329.14
C0054,2026-04-08,121.51
C0054,2025-08-25,68.47
C0054,2025-12-10,301.86
C0054,2026-04-02,388.62
C0054,2025-12-02,253.79
C0054,2025-07-04,397.58
C0054,2025-05-24,195.31
C0054,2025-11-09,373.85
C0054,2025-07-06,240.85
C0055,2025-05-25,459.46
C0055,2025-06-27,147.48
C0055,2025-07-02,458.32
C0055,2026-02-12,115.88
C0055,2025-07-25,213.87
C0056,2026-01-18,376.73
C0056,2025-07-11,268.13
C0056,2025-12-04,203.46
C0056,2025-06-28,338.18
C0056,2025-06-12,67.2
C0056,2025-06-18,474.63
C0057,2026-03-17,308.07
C0057,2026-04-21,286.32
C0057,2025-07-18,260.2
C0057,2026-01-25,473.62
C0057,2026-02-26,489.83
C0058,2025-11-26,375.15
C0058,2025-10-21,285.17
C0058,2025-06-13,430.99
C0058,2026-02-26,108.32
C0058,2025-12-02,496.93
C0059,2025-12-10,18.0
C0059,2025-05-28,407.86
C0059,2026-03-04,51.1
C0060,2025-06-28,237.46
C0060,2026-02-11,141.48
C0060,2026-01-14,45.3
C0061,2026-01-29,332.5
C0061,2025-09-29,306.43
C0061,2025-07-28,34.51
C0061,2025-05-07,472.37
C0061,2026-01-11,476.8
C0061,2026-01-17,151.07
C0061,2025-12-16,128.05
C0061,2025-05-25,207.66
C0061,2025-10-07,234.69
C0062,2025-07-23,109.97
C0062,2025-09-18,238.15
C0062,2026-04-27,166.31
C0062,2025-07-20,389.3
C0062,2026-02-06,12.43
C0062,2025-07-21,374.57
C0063,2025-11-25,138.34
C0063,2026-04-21,82.17
C0063,2026-03-11,373.43
C0063,2025-09-05,248.69
C0063,2025-06-23,83.78
C0064,2025-10-04,141.95
C0064,2025-07-05,376.52
C0064,2025-07-25,398.14
C0064,2025-05-21,265.49
C0064,2025-05-04,170.7
C0064,2026-01-18,258.44
C0065,2026-01-19,225.39
C0065,2026-01-28,211.23
C0065,2026-02-14,80.12
C0065,2025-08-20,209.07
C0065,2026-01-01,207.78
C0065,2025-12-20,431.29
C0065,2026-02-05,368.45
C0065,2025-08-22,230.76
C0065,2025-11-30,321.66
C0065,2026-04-08,107.57
C0065,2026-03-07,389.3
C0065,2025-05-11,42.3
C0065,2026-01-03,149.79
C0065,2025-07-24,72.2
C0065,2026-03-28,446.23
C0066,2026-04-06,20.75
C0066,2026-01-24,493.4
C0066,2025-06-19,288.12
C0066,2026-04-07,214.16
C0066,2025-11-28,293.05
C0066,2025-10-24,304.29
C0066,2025-09-20,467.11
C0066,2025-10-05,379.47
C0066,2025-12-12,181.2
C0066,2025-08-24,301.73
C0066,2025-09-08,175.0
C0066,2025-10-31,303.07
C0066,2025-06-02,302.11
C0066,2025-09-26,237.8
C0066,2026-03-09,487.18
C0066,2026-03-29,484.41
C0066,2025-05-13,485.33
C0067,2025-09-06,218.83
C0067,2026-03-19,371.86
C0067,2025-08-29,33.45
C0067,2025-05-14,497.95
C0067,2025-11-30,353.31
C0067,2026-02-15,142.97
C0067,2025-08-30,15.24
C0067,2025-09-05,309.47
C0067,2025-12-19,320.67
C0067,2025-12-08,247.19
C0067,2026-02-06,488.6
C0067,2025-07-25,81.14
C0068,2025-05-20,356.47
C0068,2025-11-03,63.25
C0068,2025-06-14,329.16
C0068,2026-02-27,196.56
C0069,2025-06-12,436.17
C0070,2025-12-10,160.73
C0070,2025-09-19,58.99
C0070,2026-03-10,222.44
C0070,2026-03-18,187.14
C0070,2026-04-04,436.56
C0070,2026-04-05,169.31
C0070,2026-03-24,288.91
C0070,2025-12-03,188.22
C0070,2025-11-01,299.1
C0070,2025-06-30,15.45
C0070,2025-09-12,122.83
C0070,2025-09-18,69.89
C0070,2025-07-15,32.76
C0070,2025-09-26,133.71
C0070,2025-06-08,408.65
C0070,2026-03-13,436.93
C0071,2025-08-16,264.77
C0071,2025-10-29,364.79
C0071,2026-04-20,256.7
C0071,2026-05-01,426.17
C0072,2026-01-13,277.47
C0072,2026-01-29,36.35
C0072,2026-03-19,257.15
C0072,2025-07-16,482.61
C0072,2026-03-01,216.93
C0072,2026-03-30,186.35
C0072,2026-02-14,217.97
C0073,2026-02-18,168.74
C0073,2025-10-21,149.57
C0073,2025-09-03,111.67
C0073,2026-03-28,201.97
C0073,2025-10-28,450.96
C0073,2025-09-17,491.47
C0073,2026-03-18,406.8
C0073,2025-11-09,45.98
C0073,2026-02-21,81.28
C0073,2025-05-25,299.0
C0073,2026-03-19,124.43
C0073,2026-04-01,26.35
C0073,2025-11-17,356.46
C0073,2025-06-15,60.31
C0073,2025-08-14,134.4
C0073,2025-10-08,378.45
C0073,2026-03-21,486.15
C0073,2025-06-19,24.51
C0074,2025-12-12,15.31
C0074,2026-03-24,369.76
C0074,2025-08-17,82.9
C0074,2025-09-06,419.95
C0074,2026-02-17,129.05
C0074,2025-10-11,359.15
C0074,2026-04-25,313.32
C0074,2025-10-04,475.2
C0074,2026-01-24,446.41
C0074,2025-08-08,229.93
C0074,2025-11-05,50.4
C0074,2025-05-15,471.9
C0074,2025-08-14,404.45
C0074,2025-08-18,93.24
C0074,2025-10-06,359.57
C0075,2026-04-29,104.14
C0075,2025-06-29,264.39
C0075,2025-10-06,477.7
C0075,2025-12-04,320.34
C0075,2025-05-15,248.49
C0076,2025-07-14,83.87
C0076,2026-04-24,399.85
C0076,2026-02-08,62.06
C0076,2025-07-10,283.79
C0076,2025-08-11,317.21
C0076,2026-01-04,80.53
C0076,2025-05-14,444.73
C0076,2025-08-08,182.5
C0076,2026-01-09,174.6
C0076,2026-03-24,74.3
C0077,2025-11-29,222.35
C0077,2026-04-18,424.09
C0077,2025-07-10,333.69
C0077,2025-06-24,254.16
C0077,2025-05-19,175.98
C0077,2025-08-04,474.07
C0077,2026-01-12,321.38
C0077,2025-11-26,496.13
C0077,2025-07-18,237.1
C0077,2025-11-12,37.11
C0077,2026-02-23,311.21
C0077,2025-10-09,90.92
C0077,2026-03-03,433.23
C0078,2026-02-25,480.54
C0078,2025-05-29,148.85
C0078,2026-04-18,133.6
C0078,2026-03-06,415.51
C0078,2026-01-05,129.48
C0078,2025-09-14,150.89
C0078,2026-04-21,316.32
C0078,2025-05-20,117.98
C0078,2025-09-21,370.57
C0078,2025-06-01,233.77
C0078,2025-09-20,136.89
C0079,2026-03-06,34.02
C0079,2026-01-27,389.69
C0079,2026-01-17,90.68
C0079,2025-08-21,191.24
C0079,2025-05-26,311.02
C0079,2025-10-12,339.18
C0079,2025-11-10,39.43
C0079,2025-05-26,148.13
C0079,2025-12-16,108.79
C0080,2026-01-29,495.68
C0081,2026-03-22,394.05
C0081,2026-03-13,158.48
C0082,2025-08-21,451.95
C0082,2026-02-07,219.04
C0082,2025-06-16,115.38
C0082,2025-06-06,272.75
C0082,2026-02-11,127.62
C0082,2025-06-29,107.39
C0082,2025-10-21,79.08
C0082,2026-02-10,374.0
C0082,2025-12-17,287.06
C0082,2025-08-26,71.45
C0082,2025-09-30,345.3
C0082,2025-12-03,375.46
C0082,2026-02-25,125.59
C0082,2025-10-31,69.2
C0082,2025-08-27,439.66
C0082,2025-12-15,184.13
C0082,2025-10-10,438.23
C0083,2025-12-24,161.33
C0083,2025-12-13,246.11
C0083,2026-01-26,334.89
C0083,2026-02-18,167.43
C0083,2025-12-18,349.02
C0083,2025-07-07,459.32
C0083,2025-10-30,68.03
C0083,2025-09-05,285.47
C0083,2025-10-31,391.59
C0083,2025-07-13,478.19
C0083,2025-11-27,335.32
C0083,2025-10-01,411.27
C0083,2025-12-31,318.53
C0083,2025-12-30,266.72
C0083,2025-07-04,224.53
C0083,2025-09-23,474.14
C0083,2026-03-21,346.41
C0083,2025-08-22,380.74
C0084,2026-03-04,13.98
C0084,2025-07-14,489.54
C0084,2025-06-27,402.82
C0084,2025-06-22,271.96
C0084,2025-09-05,257.35
C0084,2026-04-24,357.35
C0084,2026-02-01,350.16
C0084,2025-07-30,36.18
C0085,2026-01-07,386.9
C0085,2025-05-20,357.26
C0085,2026-02-27,472.58
C0085,2025-12-04,473.76
C0085,2025-09-07,343.93
C0085,2026-04-16,149.73
C0085,2025-07-19,296.65
C0086,2025-06-29,228.83
C0086,2026-04-05,181.37
C0086,2025-10-03,414.24
C0086,2025-10-05,431.85
C0086,2025-11-01,40.2
C0086,2026-05-01,475.33
C0087,2025-10-21,422.7
C0087,2026-03-05,438.39
C0087,2025-05-26,367.24
C0087,2026-02-01,426.29
C0087,2025-07-20,492.47
C0087,2025-10-07,295.69
C0087,2025-12-23,203.03
C0087,2025-12-01,234.04
C0087,2025-09-25,71.28
C0087,2025-08-23,76.19
C0087,2025-09-04,376.82
C0088,2025-07-20,264.07
C0088,2026-02-25,103.57
C0088,2025-06-08,385.95
C0088,2025-05-26,20.1
C0088,2026-01-18,120.46
C0088,2025-12-25,105.33
C0088,2025-06-15,203.84
C0088,2026-02-23,477.18
C0088,2025-09-07,415.55
C0088,2025-06-16,204.85
C0088,2026-02-13,452.56
C0088,2025-07-10,353.66
C0088,2025-07-18,291.4
C0088,2026-04-19,433.15
C0088,2025-09-24,275.15
C0088,2025-10-27,50.8
C0088,2025-09-02,162.5
C0088,2025-08-24,41.07
C0088,2025-11-02,330.83
C0089,2025-10-15,121.37
C0089,2026-03-28,493.11
C0089,2025-11-13,353.95
C0089,2025-06-11,488.71
C0089,2026-04-08,111.45
C0090,2025-08-10,243.06
C0090,2025-07-09,125.8
C0090,2025-07-10,177.94
C0090,2026-01-02,84.21
C0091,2025-09-05,105.88
C0091,2025-12-03,318.76
C0091,2025-12-07,195.66
C0091,2026-01-26,176.78
C0091,2025-12-10,269.06
C0091,2025-11-23,149.23
C0091,2025-05-23,382.23
C0091,2025-07-28,16.35
C0091,2025-05-25,264.78
C0091,2025-11-25,218.52
C0091,2025-11-24,373.63
C0092,2025-08-19,314.98
C0092,2025-12-06,100.39
C0092,2026-03-28,400.27
C0092,2025-09-08,74.02
C0092,2026-01-10,321.61
C0092,2025-11-07,150.12
C0092,2025-12-22,36.33
C0092,2025-05-07,95.83
C0092,2026-03-19,496.74
C0092,2025-08-26,267.64
C0092,2026-02-28,44.62
C0092,2025-09-01,162.34
C0092,2025-05-05,37.46
C0092,2025-08-02,13.71
C0092,2025-05-06,317.39
C0092,2025-11-27,83.02
C0093,2025-05-20,305.61
C0093,2026-02-09,113.48
C0093,2025-12-10,68.64
C0094,2025-06-30,317.86
C0094,2025-09-20,298.7
C0094,2025-05-26,46.96
C0094,2025-06-04,491.74
C0094,2026-01-29,106.94
C0094,2025-05-28,284.69
C0094,2025-06-06,326.93
C0094,2025-05-29,307.17
C0094,2025-12-10,261.47
C0094,2025-08-16,161.26
C0094,2026-02-09,151.44
C0094,2025-05-17,278.75
C0095,2025-07-26,459.76
C0095,2026-03-15,436.14
C0095,2026-01-30,400.46
C0095,2025-09-19,270.9
C0095,2025-08-02,49.13
C0095,2025-12-27,175.77
C0095,2025-07-11,101.64
C0095,2026-02-25,335.4
C0095,2025-10-25,235.59
C0095,2026-04-07,207.54
C0095,2025-08-17,310.51
C0096,2025-05-06,401.81
C0096,2026-01-14,496.14
C0096,2025-06-29,115.21
C0096,2025-06-15,427.68
C0096,2025-07-18,471.09
C0096,2026-03-18,104.28
C0096,2025-11-01,463.45
C0096,2025-05-21,248.59
C0096,2025-07-04,410.51
C0096,2025-09-11,195.21
C0096,2025-10-02,202.24
C0096,2025-06-17,175.87
C0096,2026-03-25,475.92
C0096,2026-03-12,140.66
C0096,2025-11-04,268.67
C0096,2026-02-14,486.48
C0097,2025-07-01,134.05
C0097,2026-02-14,10.84
C0097,2026-01-21,239.95
C0097,2025-11-06,341.6
C0097,2026-01-29,388.19
C0097,2026-04-22,312.25
C0097,2025-06-30,90.24
C0097,2026-04-20,409.64
C0097,2026-02-12,484.33
C0097,2025-07-08,131.51
C0097,2025-11-07,18.84
C0097,2025-12-26,197.34
C0097,2026-04-23,302.7
C0097,2025-10-14,61.66
C0098,2025-08-12,413.1
C0098,2025-09-23,161.92
C0098,2026-01-16,335.57
C0098,2025-07-27,205.48
C0098,2026-04-03,128.43
C0098,2026-02-14,173.37
C0098,2025-08-29,165.25
C0098,2026-04-18,443.13
C0098,2026-04-16,302.59
C0098,2026-04-24,262.73
C0099,2025-12-31,229.55
C0100,2026-02-11,296.95
C0100,2025-06-13,236.45
C0100,2025-06-29,186.25
C0100,2025-07-25,261.06
C0101,2025-09-15,287.11
C0101,2026-03-10,375.73
C0101,2025-09-13,92.13
C0101,2025-08-05,364.82
C0101,2025-08-12,99.75
C0101,2025-11-11,260.9
C0101,2026-04-06,335.39
C0101,2025-10-08,102.98
C0101,2025-06-26,99.7
C0102,2026-03-29,356.09
